"","Timestamp","Value","Quality Code"
"1",2019-01-01,0,"130"
"2",2019-01-01 00:15:00,0,"130"
"3",2019-01-01 00:30:00,0,"130"
"4",2019-01-01 00:45:00,0,"130"
"5",2019-01-01 01:00:00,0,"130"
"6",2019-01-01 01:15:00,0.03,"130"
"7",2019-01-01 01:30:00,0,"130"
"8",2019-01-01 01:45:00,0,"130"
"9",2019-01-01 02:00:00,0,"130"
"10",2019-01-01 02:15:00,0,"130"
"11",2019-01-01 02:30:00,0.03,"130"
"12",2019-01-01 02:45:00,0,"130"
"13",2019-01-01 03:00:00,0,"130"
"14",2019-01-01 03:15:00,0,"130"
"15",2019-01-01 03:30:00,0,"130"
"16",2019-01-01 03:45:00,0,"130"
"17",2019-01-01 04:00:00,0,"130"
"18",2019-01-01 04:15:00,0,"130"
"19",2019-01-01 04:30:00,0,"130"
"20",2019-01-01 04:45:00,0,"130"
"21",2019-01-01 05:00:00,0,"130"
"22",2019-01-01 05:15:00,0,"130"
"23",2019-01-01 05:30:00,0,"130"
"24",2019-01-01 05:45:00,0,"130"
"25",2019-01-01 06:00:00,0,"130"
"26",2019-01-01 06:15:00,0,"130"
"27",2019-01-01 06:30:00,0,"130"
"28",2019-01-01 06:45:00,0,"130"
"29",2019-01-01 07:00:00,0,"130"
"30",2019-01-01 07:15:00,0,"130"
"31",2019-01-01 07:30:00,0,"130"
"32",2019-01-01 07:45:00,0,"130"
"33",2019-01-01 08:00:00,0,"130"
"34",2019-01-01 08:15:00,0,"130"
"35",2019-01-01 08:30:00,0,"130"
"36",2019-01-01 08:45:00,0,"130"
"37",2019-01-01 09:00:00,0,"130"
"38",2019-01-01 09:15:00,0,"130"
"39",2019-01-01 09:30:00,0,"130"
"40",2019-01-01 09:45:00,0,"130"
"41",2019-01-01 10:00:00,0,"130"
"42",2019-01-01 10:15:00,0.04,"130"
"43",2019-01-01 10:30:00,0,"130"
"44",2019-01-01 10:45:00,0,"130"
"45",2019-01-01 11:00:00,0.03,"130"
"46",2019-01-01 11:15:00,0.04,"130"
"47",2019-01-01 11:30:00,0,"130"
"48",2019-01-01 11:45:00,0,"130"
"49",2019-01-01 12:00:00,0.03,"130"
"50",2019-01-01 12:15:00,0,"130"
"51",2019-01-01 12:30:00,0.07,"130"
"52",2019-01-01 12:45:00,0.1,"130"
"53",2019-01-01 13:00:00,0.12,"130"
"54",2019-01-01 13:15:00,0.1,"130"
"55",2019-01-01 13:30:00,0.12,"130"
"56",2019-01-01 13:45:00,0.07,"130"
"57",2019-01-01 14:00:00,0.14,"130"
"58",2019-01-01 14:15:00,0,"130"
"59",2019-01-01 14:30:00,0,"130"
"60",2019-01-01 14:45:00,0,"130"
"61",2019-01-01 15:00:00,0,"130"
"62",2019-01-01 15:15:00,0,"130"
"63",2019-01-01 15:30:00,0,"130"
"64",2019-01-01 15:45:00,0,"130"
"65",2019-01-01 16:00:00,0,"130"
"66",2019-01-01 16:15:00,0,"130"
"67",2019-01-01 16:30:00,0,"130"
"68",2019-01-01 16:45:00,0,"130"
"69",2019-01-01 17:00:00,0,"130"
"70",2019-01-01 17:15:00,0,"130"
"71",2019-01-01 17:30:00,0,"130"
"72",2019-01-01 17:45:00,0.11,"130"
"73",2019-01-01 18:00:00,0,"130"
"74",2019-01-01 18:15:00,0,"130"
"75",2019-01-01 18:30:00,0.16,"130"
"76",2019-01-01 18:45:00,0,"130"
"77",2019-01-01 19:00:00,0,"130"
"78",2019-01-01 19:15:00,0.09,"130"
"79",2019-01-01 19:30:00,0,"130"
"80",2019-01-01 19:45:00,0,"130"
"81",2019-01-01 20:00:00,0,"130"
"82",2019-01-01 20:15:00,0,"130"
"83",2019-01-01 20:30:00,0,"130"
"84",2019-01-01 20:45:00,0,"130"
"85",2019-01-01 21:00:00,0,"130"
"86",2019-01-01 21:15:00,0,"130"
"87",2019-01-01 21:30:00,0,"130"
"88",2019-01-01 21:45:00,0,"130"
"89",2019-01-01 22:00:00,0,"130"
"90",2019-01-01 22:15:00,0,"130"
"91",2019-01-01 22:30:00,0,"130"
"92",2019-01-01 22:45:00,0,"130"
"93",2019-01-01 23:00:00,0,"130"
"94",2019-01-01 23:15:00,0,"130"
"95",2019-01-01 23:30:00,0,"130"
"96",2019-01-01 23:45:00,0,"130"
"97",2019-01-02,0,"130"
"98",2019-01-02 00:15:00,0,"130"
"99",2019-01-02 00:30:00,0,"130"
"100",2019-01-02 00:45:00,0,"130"
"101",2019-01-02 01:00:00,0,"130"
"102",2019-01-02 01:15:00,0,"130"
"103",2019-01-02 01:30:00,0,"130"
"104",2019-01-02 01:45:00,0,"130"
"105",2019-01-02 02:00:00,0,"130"
"106",2019-01-02 02:15:00,0,"130"
"107",2019-01-02 02:30:00,0,"130"
"108",2019-01-02 02:45:00,0,"130"
"109",2019-01-02 03:00:00,0,"130"
"110",2019-01-02 03:15:00,0,"130"
"111",2019-01-02 03:30:00,0,"130"
"112",2019-01-02 03:45:00,0,"130"
