"","Timestamp","Value","Quality Code"
"1",2019-01-01 23:00:00,55.33,"41"
"2",2019-01-02 23:00:00,62.53,"21"
"3",2019-01-03 23:00:00,52.38,"21"
"4",2019-01-04 23:00:00,49.77,"21"
"5",2019-01-05 23:00:00,54.07,"21"
"6",2019-01-06 23:00:00,55.42,"21"
"7",2019-01-07 23:00:00,60.41,"21"
"8",2019-01-08 23:00:00,54.88,"21"
"9",2019-01-09 23:00:00,68.82,"21"
"10",2019-01-10 23:00:00,59.32,"21"
"11",2019-01-11 23:00:00,58.37,"21"
"12",2019-01-12 23:00:00,67.6,"21"
"13",2019-01-13 23:00:00,94.01,"21"
"14",2019-01-14 23:00:00,120.28,"21"
"15",2019-01-15 23:00:00,89.37,"21"
"16",2019-01-16 23:00:00,75.8,"21"
"17",2019-01-17 23:00:00,88.46,"21"
"18",2019-01-18 23:00:00,108.02,"21"
"19",2019-01-19 23:00:00,74.73,"21"
"20",2019-01-20 23:00:00,64.08,"21"
"21",2019-01-21 23:00:00,59.82,"21"
"22",2019-01-22 23:00:00,54.08,"21"
"23",2019-01-23 23:00:00,52.37,"21"
"24",2019-01-24 23:00:00,60.58,"21"
"25",2019-01-25 23:00:00,61.33,"21"
"26",2019-01-26 23:00:00,83.02,"21"
"27",2019-01-27 23:00:00,169.4,"21"
"28",2019-01-28 23:00:00,265.22,"21"
"29",2019-01-29 23:00:00,177.29,"41"
"30",2019-01-30 23:00:00,140.22,"21"
"31",2019-01-31 23:00:00,134.33,"21"
"32",2019-02-01 23:00:00,122.81,"21"
"33",2019-02-02 23:00:00,247.72,"21"
"34",2019-02-03 23:00:00,301.98,"21"
"35",2019-02-04 23:00:00,185.7,"21"
"36",2019-02-05 23:00:00,160.17,"21"
"37",2019-02-06 23:00:00,135.52,"21"
"38",2019-02-07 23:00:00,196.98,"21"
"39",2019-02-08 23:00:00,184.58,"21"
"40",2019-02-09 23:00:00,203.5,"21"
"41",2019-02-10 23:00:00,279.87,"21"
"42",2019-02-11 23:00:00,322.94,"21"
"43",2019-02-12 23:00:00,194.72,"21"
"44",2019-02-13 23:00:00,137.53,"21"
"45",2019-02-14 23:00:00,108.97,"21"
"46",2019-02-15 23:00:00,101.11,"21"
